Publication_Name,Quartile,Field,CiteScore
journal of technology in human services,Quartile 2,Other,0.82
journal of technology management and innovation,Quartile 3,EC,0.94
journal of technology transfer,Quartile 1,EC,4.08
"journal of technology, management, and applied engineering",Quartile 2,NS,1
journal of tehran university heart center,Quartile 3,NS,0.57
journal of tekirdag agricultural faculty,Quartile 4,NS,0.02
journal of telecommunications and information technology,Quartile 3,NS,0.6
journal of telemedicine and telecare,Quartile 2,NS,2.58
journal of terramechanics,Quartile 2,NS,2.16
journal of testing and evaluation,Quartile 3,NS,0.71
"journal of textile and apparel, technology and management",Quartile 3,EC,0.73
journal of textile engineering,Quartile 4,NS,0.27
journal of texture studies,Quartile 2,NS,1.62
journal of the academy of marketing science,Quartile 1,EC,8.16
journal of the academy of nutrition and dietetics,Quartile 1,NS,3.05
journal of the acm,Quartile 1,Other,3.63
journal of the acoustical society of america,Quartile 2,NS,1.92
journal of the air and waste management association,Quartile 2,NS,2
journal of the american academy of audiology,Quartile 2,NS,1.36
journal of the american academy of child and adolescent psychiatry,Quartile 1,Other,3.96
journal of the american academy of dermatology,Quartile 1,NS,2.93
journal of the american academy of psychiatry and the law,Quartile 3,NS,0.53
journal of the american academy of religion,Quartile 1,Other,0.52
journal of the american animal hospital association,Quartile 2,NS,0.77
journal of the american association for laboratory animal science,Quartile 2,NS,1.28
journal of the american association of nurse practitioners,Quartile 2,NS,1.08
journal of the american board of family medicine,Quartile 1,NS,1.96
journal of the american ceramic society,Quartile 1,NS,3.32
journal of the american chemical society,Quartile 1,NS,14.75
journal of the american college of cardiology,Quartile 1,NS,6.43
journal of the american college of clinical wound specialists,Quartile 2,NS,0.6
journal of the american college of nutrition,Quartile 2,NS,2.13
journal of the american college of radiology,Quartile 2,NS,1.66
journal of the american college of surgeons,Quartile 1,NS,3.01
journal of the american dental association,Quartile 3,Other,0.94
journal of the american geriatrics society,Quartile 2,NS,2.83
journal of the american health information management association,Quartile 4,NS,0.08
journal of the american heart association,Quartile 1,NS,4.44
journal of the american helicopter society,Quartile 2,NS,1.59
journal of the american institute for conservation,Quartile 1,Other,0.49
journal of the american leather chemists association,Quartile 3,NS,0.54
journal of the american mathematical society,Quartile 1,Other,4.91
journal of the american medical directors association,Quartile 1,NS,3.93
journal of the american medical informatics association : jamia,Quartile 1,NS,4.43
journal of the american mosquito control association,Quartile 3,NS,0.79
journal of the american musical instrument society,Quartile 1,Other,0.6
journal of the american musicological society,Quartile 1,Other,0.39
journal of the american oriental society,Quartile 1,Other,0.44
journal of the american pharmacists association : japha,Quartile 1,NS,1.42
journal of the american philosophical association,Quartile 1,Other,1.35
journal of the american planning association,Quartile 1,Other,2.88
journal of the american podiatric medical association,Quartile 3,NS,0.55
journal of the american psychiatric nurses association,Quartile 2,NS,0.82
journal of the american psychoanalytic association,Quartile 3,Other,0.5
journal of the american society for horticultural science,Quartile 2,NS,1.08
journal of the american society for mass spectrometry,Quartile 2,NS,2.98
journal of the american society of brewing chemists,Quartile 3,NS,0.79
journal of the american society of cytopathology,Quartile 3,NS,0.74
journal of the american society of echocardiography,Quartile 1,NS,5.18
journal of the american society of hypertension,Quartile 2,NS,1.71
journal of the american society of nephrology : jasn,Quartile 1,NS,7.19
journal of the american statistical association,Quartile 1,Other,3.06
journal of the american taxation association,Quartile 2,EC,1.18
journal of the american veterinary medical association,Quartile 3,NS,0.56
journal of the american water resources association,Quartile 1,NS,2.36
journal of the anatomical society of india,Quartile 4,NS,0.17
journal of the anthropological society of south australia,Quartile 3,Other,0.32
journal of the asean federation of endocrine societies,Quartile 4,NS,0.09
journal of the asian pacific economy,Quartile 2,Other,0.81
journal of the association for information science and technology,Quartile 1,Other,3.68
journal of the association of information systems,Quartile 1,Other,6.51
journal of the association of nurses in aids care,Quartile 1,NS,1.29
journal of the astronautical sciences,Quartile 2,NS,1.64
journal of the australian and new zealand student services association,Quartile 4,Other,0.36
journal of the australian ceramic society,Quartile 3,NS,0.74
journal of the australian early medieval association,Quartile 4,Other,0
journal of the australian library and information association,Quartile 3,Other,0.42
journal of the australian mathematical society,Quartile 2,Other,0.64
journal of the austrian society of agricultural economics,Quartile 4,EC,0.14
journal of the balkan tribological association,Quartile 4,NS,0.35
journal of the belgian society of radiology,Quartile 4,NS,0.11
journal of the bombay natural history society,Quartile 4,NS,0.06
journal of the botanical research institute of texas,Quartile 4,NS,0.27
journal of the brazilian chemical society,Quartile 2,NS,1.46
journal of the brazilian computer society,Quartile 2,Other,1.11
journal of the brazilian society of mechanical sciences and engineering,Quartile 2,NS,1.93
journal of the british archeological association,Quartile 3,Other,0.05
journal of the british society for phenomenology,Quartile 3,Other,0.19
journal of the canadian academy of child and adolescent psychiatry,Quartile 2,NS,1.39
journal of the canadian chiropractic association,Quartile 3,NS,0.58
journal of the canadian dental association,Quartile 3,Other,0.81
journal of the canadian society of forensic science,Quartile 3,NS,0.64
journal of the canadian urological association,Quartile 3,NS,1.03
journal of the ceramic society of japan,Quartile 3,NS,1.07
journal of the chemical society of pakistan,Quartile 3,NS,0.54
journal of the chilean chemical society,Quartile 3,NS,0.58
journal of the chinese cereals and oils association,Quartile 4,NS,0.2
journal of the chinese chemical society,Quartile 3,NS,1.13
journal of the chinese institute of civil and hydraulic engineering,Quartile 4,NS,0.11
journal of the chinese medical association,Quartile 1,NS,1.51
journal of the chinese society of corrosion and protection,Quartile 3,NS,0.47
"journal of the chinese society of mechanical engineers, transactions of the chinese institute of engineers, series c/chung-kuo chi hsueh kung ch'eng hsuebo pao",Quartile 4,NS,0.06
journal of the college of physicians and surgeons--pakistan : jcpsp,Quartile 3,NS,0.41
journal of the dermatology nurses' association,Quartile 4,NS,0.11
journal of the early republic,Quartile 1,Other,0.38
journal of the earth and space physics,Quartile 4,NS,0.13
journal of the economic and social history of the orient,Quartile 1,Other,0.46
journal of the economics of ageing,Quartile 2,EC,1.44
journal of the egyptian national cancer institute,Quartile 3,NS,0.94
journal of the egyptian women's dermatologic society,Quartile 4,NS,0.21
journal of the electrochemical society,Quartile 1,NS,3.34
journal of the energy institute,Quartile 1,NS,4.1
journal of the entomological research society,Quartile 4,NS,0.25
journal of the european academy of dermatology and venereology,Quartile 1,NS,2.42
journal of the european ceramic society,Quartile 1,NS,4.34
journal of the european economic association,Quartile 1,EC,4.19
journal of the european mathematical society,Quartile 1,Other,2.03
journal of the european optical society,Quartile 3,NS,1.23
journal of the experimental analysis of behavior,Quartile 2,Other,2.25
"journal of the faculty of agriculture, kyushu university",Quartile 4,NS,0.25
journal of the faculty of engineering and architecture of gazi university,Quartile 2,NS,0.55
journal of the formosan medical association,Quartile 1,NS,1.74
journal of the franklin institute,Quartile 1,Other,4.41
journal of the geodetic society of japan,Quartile 4,NS,0.09
journal of the geological society,Quartile 1,NS,3.08
journal of the geological society of india,Quartile 3,NS,0.93
journal of the geothermal research society of japan,Quartile 4,NS,0.09
journal of the gilded age and progressive era,Quartile 2,Other,0.2
journal of the hellenic veterinary medical society,Quartile 4,NS,0.09
journal of the history of biology,Quartile 2,Other,0.64
journal of the history of collections,Quartile 1,Other,0.32
journal of the history of economic thought,Quartile 1,Other,0.77
journal of the history of ideas,Quartile 2,Other,0.45
journal of the history of international law,Quartile 1,Other,0.49
journal of the history of medicine and allied sciences,Quartile 1,Other,0.58
journal of the history of philosophy,Quartile 1,Other,0.81
journal of the history of the behavioral sciences,Quartile 1,Other,0.63
journal of the history of the neurosciences,Quartile 3,Other,0.21
journal of the hong kong college of cardiology,Quartile 4,NS,0
journal of the iest,Quartile 4,NS,0.1
journal of the illuminating engineering institute of japan (shomei gakkai shi),Quartile 4,NS,0.07
journal of the indian academy of applied psychology,Quartile 4,Other,0.26
journal of the indian academy of wood science,Quartile 3,NS,0.64
journal of the indian chemical society,Quartile 4,NS,0.14
journal of the indian institute of science,Quartile 2,NS,0.94
journal of the indian mathematical society,Quartile 4,Other,0.12
journal of the indian ocean region,Quartile 2,Other,0.65
journal of the indian society of pedodontics and preventive dentistry,Quartile 3,Other,0.8
journal of the indian society of remote sensing,Quartile 2,Other,1.14
journal of the indian society of soil science,Quartile 4,NS,0.2
journal of the indonesian tropical animal agriculture,Quartile 3,NS,0.55
journal of the institute of brewing,Quartile 3,NS,1.23
journal of the institute of conservation,Quartile 1,Other,0.55
journal of the institute of electrical engineers of japan,Quartile 4,NS,0.05
journal of the institute of image electronics engineers of japan,Quartile 4,Other,0.06
journal of the institute of mathematics of jussieu,Quartile 2,Other,1.03
journal of the institute of telecommunications professionals,Quartile 4,Other,0.02
journal of the institution of engineers (india): series a,Quartile 2,NS,0.4
journal of the institution of engineers (india): series b,Quartile 3,NS,0.55
journal of the institution of engineers (india): series c,Quartile 3,NS,0.76
journal of the institution of engineers (india): series d,Quartile 3,NS,0.71
journal of the institution of engineers (india): series e,Quartile 3,NS,0.79
journal of the intensive care society,Quartile 3,NS,0.52
journal of the international aids society,Quartile 1,NS,4.14
journal of the international association for shell and spatial structures,Quartile 3,Other,0.72
journal of the international association of providers of aids care,Quartile 3,NS,1.02
journal of the international neuropsychological society,Quartile 1,NS,3.13
journal of the international phonetic association,Quartile 2,Other,0.61
journal of the international society for southeast asian agricultural sciences,Quartile 4,NS,0.22
journal of the international society of sports nutrition,Quartile 1,NS,3.64
journal of the iranian chemical society,Quartile 2,NS,1.65
journal of the iranian statistical society,Quartile 4,Other,0.16
journal of the japan diabetes society,Quartile 4,NS,0.07
journal of the japan epilepsy society,Quartile 4,NS,0.02
journal of the japan petroleum institute,Quartile 3,NS,0.9
journal of the japan research association for textile end-uses,Quartile 4,EC,0.01
journal of the japanese and international economies,Quartile 2,Other,0.88
journal of the kansas entomological society,Quartile 4,NS,0.42
journal of the knowledge economy,Quartile 2,EC,1.56
journal of the korean association of oral and maxillofacial surgeons,Quartile 3,Other,0.71
journal of the korean astronomical society,Quartile 3,NS,1.43
journal of the korean ceramic society,Quartile 2,NS,1.27
journal of the korean chemical society,Quartile 3,NS,0.28
journal of the korean mathematical society,Quartile 3,Other,0.61
journal of the korean medical association,Quartile 3,NS,0.25
journal of the korean physical society,Quartile 3,NS,0.58
journal of the korean society for precision engineering,Quartile 3,NS,0.3
